trip_id,starttime,,stoptime,,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear,Year,Month,Quarter,Hour
52731,3/31/2015 17:48,,3/31/2015 18:00,,SEA00235,736.222,City Hall / 4th Ave & James St,Westlake Ave & 6th Ave,CBD-07,SLU-15,Annual Member,Male,1966,2015,3,1,17
25876,1/6/2015 7:25,,1/6/2015 7:30,,SEA00139,291.604,E Harrison St & Broadway Ave E,Pine St & 9th Ave,CH-02,SLU-16,Annual Member,Male,1979,2015,1,1,7
5041,10/23/2014 11:40,,10/23/2014 11:46,,SEA00025,371.054,Westlake Ave & 6th Ave,Republican St & Westlake Ave N,SLU-15,SLU-04,Annual Member,Male,1989,2014,10,4,11
77067,5/21/2015 15:52,,5/21/2015 16:02,,SEA00360,599.067,9th Ave N & Mercer St,Westlake Ave & 6th Ave,DPD-01,SLU-15,Annual Member,Male,1987,2015,5,2,15
15782,11/20/2014 18:42,,11/20/2014 18:49,,SEA00049,460.255,7th Ave & Union St,REI / Yale Ave N & John St,CBD-03,SLU-01,Annual Member,Male,1959,2014,11,4,18
3686,10/19/2014 16:10,,10/19/2014 16:24,,SEA00090,846.351,15th Ave NE & NE 40th St,Eastlake Ave E & E Allison St,UW-04,EL-05,Short-Term Pass Holder,NULL,NULL,2014,10,4,16
122511,8/4/2015 18:14,,8/4/2015 18:23,,SEA00316,529.194,3rd Ave & Broad St,Pier 69 / Alaskan Way & Clay St,BT-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,18
153787,10/4/2015 17:49,,10/4/2015 17:59,,SEA00176,624.095,2nd Ave & Blanchard St,Occidental Park / Occidental Ave S & S Washington St,BT-05,PS-04,Annual Member,Male,1965,2015,10,4,17
4554,10/21/2014 14:40,,10/21/2014 14:50,,SEA00390,604.824,2nd Ave & Pine St,2nd Ave & Pine St,CBD-13,CBD-13,Annual Member,Male,1972,2014,10,4,14
67139,5/2/2015 13:25,,5/2/2015 15:33,,SEA00270,7681.83,PATH / 9th Ave & Westlake Ave,Eastlake Ave E & E Allison St,SLU-07,EL-05,Short-Term Pass Holder,NULL,NULL,2015,5,2,13
50433,3/26/2015 7:44,,3/26/2015 7:51,,SEA00170,426.795,E Blaine St & Fairview Ave E,Republican St & Westlake Ave N,EL-03,SLU-04,Annual Member,Male,1974,2015,3,1,7
40755,2/24/2015 19:40,,2/24/2015 19:45,,SEA00369,326.668,REI / Yale Ave N & John St,7th Ave & Union St,SLU-01,CBD-03,Annual Member,Male,1987,2015,2,1,19
152965,10/2/2015 23:35,,10/2/2015 23:42,,SEA00426,450.868,Harvard Ave & E Pine St,2nd Ave & Vine St,CH-09,BT-03,Annual Member,Male,1989,2015,10,4,23
42973,3/4/2015 7:33,,3/4/2015 7:43,,SEA00488,606.959,Dexter Ave N & Aloha St,REI / Yale Ave N & John St,SLU-02,SLU-01,Annual Member,Male,1987,2015,3,1,7
70747,5/9/2015 13:19,,5/9/2015 13:43,,SEA00464,1398.993,Key Arena / 1st Ave N & Harrison St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-19,WF-04,Short-Term Pass Holder,NULL,NULL,2015,5,2,13
55955,4/9/2015 7:51,,4/9/2015 7:55,,SEA00473,251.913,Cal Anderson Park / 11th Ave & Pine St,7th Ave & Union St,CH-08,CBD-03,Annual Member,Male,1966,2015,4,2,7
51113,3/27/2015 11:12,,3/27/2015 11:23,,SEA00107,654.393,Dexter Ave & Denny Way,Pine St & 9th Ave,SLU-18,SLU-16,Short-Term Pass Holder,NULL,NULL,2015,3,1,11
43054,3/4/2015 10:07,,3/4/2015 10:12,,SEA00183,288.24,1st Ave & Marion St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CBD-05,PS-05,Annual Member,Male,1983,2015,3,1,10
44043,3/7/2015 9:26,,3/7/2015 9:38,,SEA00341,745.591,Harvard Ave & E Pine St,Pier 69 / Alaskan Way & Clay St,CH-09,WF-01,Annual Member,Male,1984,2015,3,1,9
105678,7/9/2015 16:03,,7/9/2015 16:13,,SEA00316,642.345,Pier 69 / Alaskan Way & Clay St,3rd Ave & Broad St,WF-01,BT-01,Short-Term Pass Holder,NULL,NULL,2015,7,3,16
45330,3/10/2015 3:59,,3/10/2015 4:14,,SEA00085,901.043,Key Arena / 1st Ave N & Harrison St,City Hall / 4th Ave & James St,SLU-19,CBD-07,Annual Member,Male,1962,2015,3,1,3
93533,6/19/2015 10:47,,6/19/2015 10:53,,SEA00089,319.791,Terry Ave & Stewart St,Republican St & Westlake Ave N,SLU-20,SLU-04,Annual Member,Male,1970,2015,6,2,10
48377,3/19/2015 11:30,,3/19/2015 11:40,,SEA00235,544.447,E Pine St & 16th Ave,REI / Yale Ave N & John St,CH-07,SLU-01,Annual Member,Male,1984,2015,3,1,11
72084,5/11/2015 16:14,,5/11/2015 16:24,,SEA00342,629.301,2nd Ave & Spring St,Frye Art Museum / Terry Ave & Columbia St,CBD-06,FH-01,Annual Member,Male,1975,2015,5,2,16
9606,11/4/2014 14:21,,11/4/2014 14:31,,SEA00483,591.376,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St,WF-01,SLU-19,Annual Member,Male,1964,2014,11,4,14
104687,7/8/2015 8:40,,7/8/2015 8:49,,SEA00174,502.69,3rd Ave & Broad St,2nd Ave & Spring St,BT-01,CBD-06,Annual Member,Male,1984,2015,7,3,8
84615,6/4/2015 14:23,,6/4/2015 14:41,,SEA00254,1069.371,City Hall / 4th Ave & James St,Pine St & 9th Ave,CBD-07,SLU-16,Annual Member,Other,1978,2015,6,2,14
963,10/14/2014 8:26,,10/14/2014 8:38,,SEA00279,718.842,Eastlake Ave E & E Allison St,15th Ave NE & NE 40th St,EL-05,UW-04,Annual Member,Male,1948,2014,10,4,8
41645,2/28/2015 11:09,,2/28/2015 11:28,,SEA00422,1136.074,Eastlake Ave E & E Allison St,NE 42nd St & University Way NE,EL-05,UD-02,Short-Term Pass Holder,NULL,NULL,2015,2,1,11
8920,11/2/2014 13:02,,11/2/2014 13:07,,SEA00467,258.019,12th Ave & E Mercer St,Cal Anderson Park / 11th Ave & Pine St,CH-15,CH-08,Annual Member,Male,1976,2014,11,4,13
6362,10/27/2014 7:41,,10/27/2014 7:49,,SEA00186,456.125,Summit Ave & E Denny Way,2nd Ave & Pine St,CH-01,CBD-13,Annual Member,Male,1981,2014,10,4,7
78480,5/24/2015 12:53,,5/24/2015 13:00,,SEA00195,376.755,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St,CBD-13,PS-04,Annual Member,Male,1964,2015,5,2,12
76483,5/20/2015 16:18,,5/20/2015 16:24,,SEA00484,382.671,15th Ave NE & NE 40th St,Eastlake Ave E & E Allison St,UW-04,EL-05,Annual Member,Male,1988,2015,5,2,16
93193,6/18/2015 17:41,,6/18/2015 17:59,,SEA00228,1100.833,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St,WF-01,PS-04,Annual Member,Male,1981,2015,6,2,17
12249,11/10/2014 17:08,,11/10/2014 17:15,,SEA00492,430.17,Republican St & Westlake Ave N,E Blaine St & Fairview Ave E,SLU-04,EL-03,Annual Member,Male,1981,2014,11,4,17
3413,10/19/2014 13:21,,10/19/2014 14:14,,SEA00044,3190.826,Occidental Park / Occidental Ave S & S Washington St,Occidental Park / Occidental Ave S & S Washington St,PS-04,PS-04,Short-Term Pass Holder,NULL,NULL,2014,10,4,13
139799,9/4/2015 17:54,,9/4/2015 20:59,,SEA00121,11140.162,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UD-01,UD-01,Short-Term Pass Holder,NULL,NULL,2015,9,3,17
89975,6/13/2015 16:10,,6/13/2015 16:20,,SEA00074,640.519,City Hall / 4th Ave & James St,2nd Ave & Blanchard St,CBD-07,BT-05,Short-Term Pass Holder,NULL,NULL,2015,6,2,16
115639,7/24/2015 18:24,,7/24/2015 18:36,,SEA00156,692.135,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Occidental Park / Occidental Ave S & S Washington St,WF-04,PS-04,Annual Member,Female,1974,2015,7,3,18
84697,6/4/2015 16:58,,6/4/2015 17:10,,SEA00333,720.496,Lake Union Park / Valley St & Boren Ave N,Westlake Ave & 6th Ave,SLU-17,SLU-15,Annual Member,Male,1982,2015,6,2,16
152511,10/1/2015 23:34,,10/2/2015 0:12,,SEA00219,2280.457,Cal Anderson Park / 11th Ave & Pine St,Westlake Ave & 6th Ave,CH-08,SLU-15,Short-Term Pass Holder,NULL,NULL,2015,10,4,23
122605,8/4/2015 20:23,,8/4/2015 20:45,,SEA00479,1291.393,3rd Ave & Broad St,Westlake Ave & 6th Ave,BT-01,SLU-15,Short-Term Pass Holder,NULL,NULL,2015,8,3,20
112208,7/19/2015 9:47,,7/19/2015 9:56,,SEA00279,539.965,Republican St & Westlake Ave N,Dexter Ave & Denny Way,SLU-04,SLU-18,Short-Term Pass Holder,NULL,NULL,2015,7,3,9
125084,8/8/2015 17:48,,8/8/2015 18:00,,SEA00053,768.481,2nd Ave & Blanchard St,Occidental Park / Occidental Ave S & S Washington St,BT-05,PS-04,Short-Term Pass Holder,NULL,NULL,2015,8,3,17
79599,5/26/2015 16:39,,5/26/2015 16:47,,SEA00265,434.058,1st Ave & Marion St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CBD-05,PS-05,Short-Term Pass Holder,NULL,NULL,2015,5,2,16
122031,8/4/2015 7:09,,8/4/2015 7:23,,SEA00440,815.125,Key Arena / 1st Ave N & Harrison St,E Blaine St & Fairview Ave E,SLU-19,EL-03,Annual Member,Female,1974,2015,8,3,7
41440,2/27/2015 14:30,,2/27/2015 14:34,,SEA00045,275.873,Dexter Ave N & Aloha St,9th Ave N & Mercer St,SLU-02,DPD-01,Annual Member,Male,1981,2015,2,1,14
129645,8/16/2015 13:29,,8/16/2015 13:54,,SEA00329,1513.451,15th Ave E & E Thomas St,PATH / 9th Ave & Westlake Ave,CH-05,SLU-07,Short-Term Pass Holder,NULL,NULL,2015,8,3,13
97345,6/26/2015 7:44,,6/26/2015 7:50,,SEA00150,344.527,E Harrison St & Broadway Ave E,Pine St & 9th Ave,CH-02,SLU-16,Annual Member,Male,1979,2015,6,2,7
44607,3/8/2015 12:40,,3/8/2015 17:11,,SEA00295,16265.846,6th Ave S & S King St,E Pine St & 16th Ave,ID-04,CH-07,Short-Term Pass Holder,NULL,NULL,2015,3,1,12
92095,6/16/2015 20:55,,6/16/2015 21:15,,SEA00245,1192.385,Harvard Ave & E Pine St,Eastlake Ave E & E Allison St,CH-09,EL-05,Annual Member,Female,1984,2015,6,2,20
119772,7/31/2015 15:30,,7/31/2015 15:49,,SEA00253,1149.103,Lake Union Park / Valley St & Boren Ave N,Westlake Ave & 6th Ave,SLU-17,SLU-15,Short-Term Pass Holder,NULL,NULL,2015,7,3,15
74775,5/17/2015 14:48,,5/17/2015 14:54,,SEA00356,361.77,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Annual Member,Male,1964,2015,5,2,14
118506,7/29/2015 16:32,,7/29/2015 16:45,,SEA00197,808.127,6th Ave & Blanchard St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,BT-04,PS-05,Annual Member,Male,1985,2015,7,3,16
64897,4/27/2015 9:54,,4/27/2015 10:08,,SEA00500,820.424,Westlake Ave & 6th Ave,Lake Union Park / Valley St & Boren Ave N,SLU-15,SLU-17,Annual Member,Male,1970,2015,4,2,9
116417,7/26/2015 9:37,,7/26/2015 9:45,,SEA00204,475.888,3rd Ave & Broad St,2nd Ave & Spring St,BT-01,CBD-06,Annual Member,Male,1985,2015,7,3,9
33791,2/3/2015 7:33,,2/3/2015 7:38,,SEA00474,352.16,2nd Ave & Vine St,9th Ave N & Mercer St,BT-03,DPD-01,Annual Member,Male,1974,2015,2,1,7
32436,1/28/2015 23:25,,1/28/2015 23:44,,SEA00467,1150.564,2nd Ave & Blanchard St,E Harrison St & Broadway Ave E,BT-05,CH-02,Annual Member,Female,1983,2015,1,1,23
70240,5/8/2015 17:28,,5/8/2015 17:31,,SEA00075,216.536,15th Ave E & E Thomas St,E Harrison St & Broadway Ave E,CH-05,CH-02,Annual Member,Male,1986,2015,5,2,17
29217,1/19/2015 7:04,,1/19/2015 7:12,,SEA00187,463.814,Republican St & Westlake Ave N,7th Ave & Union St,SLU-04,CBD-03,Annual Member,Male,1972,2015,1,1,7
12404,11/11/2014 7:44,,11/11/2014 7:52,,SEA00180,513.177,Summit Ave & E Denny Way,2nd Ave & Spring St,CH-01,CBD-06,Annual Member,Male,1981,2014,11,4,7
121378,8/3/2015 8:23,,8/3/2015 8:33,,SEA00362,599.486,Seattle University / E Columbia St & 12th Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,FH-04,PS-05,Annual Member,Male,1980,2015,8,3,8
77919,5/23/2015 11:49,,5/23/2015 12:18,,SEA00275,1688.026,Lake Union Park / Valley St & Boren Ave N,Bellevue Ave & E Pine St,SLU-17,CH-12,Short-Term Pass Holder,NULL,NULL,2015,5,2,11
71273,5/9/2015 21:22,,5/9/2015 21:41,,SEA00253,1132.909,3rd Ave & Broad St,2nd Ave & Pine St,BT-01,CBD-13,Short-Term Pass Holder,NULL,NULL,2015,5,2,21
118181,7/29/2015 8:26,,7/29/2015 8:37,,SEA00473,661.528,15th Ave E & E Thomas St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,CH-05,EL-01,Annual Member,Female,1988,2015,7,3,8
88872,6/11/2015 18:59,,6/11/2015 19:08,,SEA00122,531.536,12th Ave & E Denny Way,12th Ave & E Yesler Way,CH-06,CD-01,Annual Member,Female,1990,2015,6,2,18
102942,7/5/2015 14:12,,7/5/2015 14:19,,SEA00161,398.903,12th Ave & E Denny Way,Summit Ave E & E Republican St,CH-06,CH-03,Annual Member,Male,1984,2015,7,3,14
95928,6/23/2015 17:12,,6/23/2015 17:30,,SEA00195,1121.169,Summit Ave E & E Republican St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CH-03,PS-05,Short-Term Pass Holder,NULL,NULL,2015,6,2,17
49914,3/24/2015 15:14,,3/24/2015 15:23,,SEA00400,518.994,Westlake Ave & 6th Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-15,PS-05,Annual Member,Male,1979,2015,3,1,15
34248,2/4/2015 18:06,,2/4/2015 18:11,,SEA00292,331.851,REI / Yale Ave N & John St,Pine St & 9th Ave,SLU-01,SLU-16,Annual Member,Male,1987,2015,2,1,18
94674,6/21/2015 13:44,,6/21/2015 14:06,,SEA00238,1288.681,Key Arena / 1st Ave N & Harrison St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,SLU-19,EL-01,Short-Term Pass Holder,NULL,NULL,2015,6,2,13
74639,5/17/2015 11:16,,5/17/2015 11:18,,SEA00169,111.049,12th Ave & E Denny Way,Cal Anderson Park / 11th Ave & Pine St,CH-06,CH-08,Short-Term Pass Holder,NULL,NULL,2015,5,2,11
155196,10/8/2015 9:23,,10/8/2015 9:33,,SEA00399,597.129,City Hall / 4th Ave & James St,Dexter Ave & Denny Way,CBD-07,SLU-18,Annual Member,Male,1982,2015,10,4,9
102223,7/4/2015 14:59,,7/4/2015 15:08,,SEA00139,485.729,E Pine St & 16th Ave,E Harrison St & Broadway Ave E,CH-07,CH-02,Annual Member,Male,1982,2015,7,3,14
43141,3/4/2015 14:57,,3/4/2015 15:05,,SEA00058,504.177,Lake Union Park / Valley St & Boren Ave N,E Blaine St & Fairview Ave E,SLU-17,EL-03,Annual Member,Female,1977,2015,3,1,14
133649,8/22/2015 23:55,,8/23/2015 0:01,,SEA00156,356.175,Dexter Ave & Denny Way,REI / Yale Ave N & John St,SLU-18,SLU-01,Annual Member,Male,1987,2015,8,3,23
59180,4/17/2015 17:33,,4/17/2015 17:51,,SEA00116,1101.772,E Harrison St & Broadway Ave E,Harvard Ave & E Pine St,CH-02,CH-09,Short-Term Pass Holder,NULL,NULL,2015,4,2,17
130292,8/17/2015 14:41,,8/17/2015 15:18,,SEA00065,2221.752,9th Ave N & Mercer St,Dexter Ave & Denny Way,DPD-01,SLU-18,Short-Term Pass Holder,NULL,NULL,2015,8,3,14
84592,6/4/2015 13:39,,6/4/2015 14:22,,SEA00129,2533.009,Frye Art Museum / Terry Ave & Columbia St,6th Ave S & S King St,FH-01,ID-04,Short-Term Pass Holder,NULL,NULL,2015,6,2,13
32946,1/30/2015 11:08,,1/30/2015 11:11,,SEA00194,200.453,Dexter Ave & Denny Way,9th Ave N & Mercer St,SLU-18,DPD-01,Annual Member,Male,1984,2015,1,1,11
48796,3/20/2015 11:53,,3/20/2015 12:38,,SEA00026,2685.226,REI / Yale Ave N & John St,2nd Ave & Pine St,SLU-01,CBD-13,Short-Term Pass Holder,NULL,NULL,2015,3,1,11
130430,8/17/2015 17:22,,8/17/2015 17:56,,SEA00108,2003.375,3rd Ave & Broad St,3rd Ave & Broad St,BT-01,BT-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,17
145124,9/16/2015 7:41,,9/16/2015 7:53,,SEA00135,699.136,2nd Ave & Vine St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,BT-03,PS-05,Annual Member,Male,1964,2015,9,3,7
119954,7/31/2015 18:43,,7/31/2015 18:48,,SEA00213,295.093,REI / Yale Ave N & John St,PATH / 9th Ave & Westlake Ave,SLU-01,SLU-07,Annual Member,Male,1990,2015,7,3,18
89322,6/12/2015 16:28,,6/12/2015 16:46,,SEA00494,1068.172,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St,SLU-15,SLU-02,Short-Term Pass Holder,NULL,NULL,2015,6,2,16
27770,1/12/2015 22:24,,1/12/2015 22:28,,SEA00215,239.557,15th Ave E & E Thomas St,E Harrison St & Broadway Ave E,CH-05,CH-02,Annual Member,Male,1990,2015,1,1,22
15542,11/20/2014 7:37,,11/20/2014 7:51,,SEA00307,810.53,6th Ave & Blanchard St,E Blaine St & Fairview Ave E,BT-04,EL-03,Annual Member,Female,1964,2014,11,4,7
118700,7/29/2015 19:43,,7/29/2015 19:52,,SEA00220,578.506,Cal Anderson Park / 11th Ave & Pine St,Summit Ave E & E Republican St,CH-08,CH-03,Annual Member,Male,1988,2015,7,3,19
24684,12/29/2014 17:43,,12/29/2014 17:49,,SEA00102,306.327,E Harrison St & Broadway Ave E,Harvard Ave & E Pine St,CH-02,CH-09,Annual Member,Male,1975,2014,12,4,17
66046,4/30/2015 7:33,,4/30/2015 7:42,,SEA00264,582.173,Pier 69 / Alaskan Way & Clay St,1st Ave & Marion St,WF-01,CBD-05,Annual Member,Other,1957,2015,4,2,7
105782,7/9/2015 18:06,,7/9/2015 18:22,,SEA00395,957.259,PATH / 9th Ave & Westlake Ave,Key Arena / 1st Ave N & Harrison St,SLU-07,SLU-19,Annual Member,Male,1985,2015,7,3,18
80545,5/28/2015 9:04,,5/28/2015 9:10,,SEA00429,374.449,12th Ave & E Denny Way,Pine St & 9th Ave,CH-06,SLU-16,Annual Member,Male,1978,2015,5,2,9
78607,5/24/2015 15:24,,5/24/2015 17:17,,SEA00151,6757.404,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,5,2,15
6629,10/27/2014 16:47,,10/27/2014 17:00,,SEA00148,744.702,Frye Art Museum / Terry Ave & Columbia St,REI / Yale Ave N & John St,FH-01,SLU-01,Annual Member,Female,1980,2014,10,4,16
4049,10/20/2014 12:42,,10/20/2014 12:46,,SEA00340,243.835,PATH / 9th Ave & Westlake Ave,6th Ave & Blanchard St,SLU-07,BT-04,Annual Member,Male,1981,2014,10,4,12
11621,11/9/2014 0:02,,11/9/2014 0:12,,SEA00487,571.28,Seattle University / E Columbia St & 12th Ave,E Harrison St & Broadway Ave E,FH-04,CH-02,Annual Member,Male,1982,2014,11,4,0
54300,4/4/2015 18:03,,4/4/2015 18:09,,SEA00491,330.133,Frye Art Museum / Terry Ave & Columbia St,2nd Ave & Spring St,FH-01,CBD-06,Annual Member,Male,1983,2015,4,2,18
44253,3/7/2015 14:57,,3/7/2015 15:16,,SEA00308,1126.235,UW Engineering Library / E Stevens Way NE & Jefferson Rd,Children's Hospital / Sandpoint Way NE & 40th Ave NE,UW-06,DPD-03,Short-Term Pass Holder,NULL,NULL,2015,3,1,14
25419,1/2/2015 18:53,,1/2/2015 19:04,,SEA00249,643.987,Cal Anderson Park / 11th Ave & Pine St,PATH / 9th Ave & Westlake Ave,CH-08,SLU-07,Annual Member,Female,1971,2015,1,1,18
125516,8/9/2015 14:33,,8/9/2015 15:22,,SEA00322,2965.279,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,14
39392,2/21/2015 0:43,,2/21/2015 0:57,,SEA00435,788.866,Seattle University / E Columbia St & 12th Ave,6th Ave & Blanchard St,FH-04,BT-04,Annual Member,Male,1988,2015,2,1,0
143433,9/12/2015 10:31,,9/12/2015 10:45,,SEA00222,799.172,9th Ave N & Mercer St,REI / Yale Ave N & John St,DPD-01,SLU-01,Short-Term Pass Holder,NULL,NULL,2015,9,3,10
64588,4/26/2015 14:50,,4/26/2015 14:55,,SEA00045,300.488,15th Ave E & E Thomas St,E Pine St & 16th Ave,CH-05,CH-07,Annual Member,Male,1982,2015,4,2,14
106904,7/11/2015 13:58,,7/11/2015 14:23,,SEA00191,1488.511,Occidental Park / Occidental Ave S & S Washington St,6th Ave S & S King St,PS-04,ID-04,Short-Term Pass Holder,NULL,NULL,2015,7,3,13
87875,6/10/2015 9:07,,6/10/2015 9:14,,SEA00109,429.215,2nd Ave & Vine St,9th Ave N & Mercer St,BT-03,DPD-01,Annual Member,Male,1985,2015,6,2,9
121272,8/2/2015 20:10,,8/2/2015 21:22,,SEA00188,4307.945,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,20
116548,7/26/2015 13:19,,7/26/2015 13:48,,SEA00390,1781.548,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,7,3,13
63927,4/25/2015 0:13,,4/25/2015 0:17,,SEA00257,224.257,Summit Ave & E Denny Way,Summit Ave E & E Republican St,CH-01,CH-03,Annual Member,Male,1981,2015,4,2,0
45040,3/9/2015 9:00,,3/9/2015 9:07,,SEA00252,415.153,PATH / 9th Ave & Westlake Ave,7th Ave & Union St,SLU-07,CBD-03,Annual Member,Male,1989,2015,3,1,9
99842,6/30/2015 18:35,,6/30/2015 19:20,,SEA00024,2715.088,Dexter Ave & Denny Way,12th Ave & NE Campus Pkwy,SLU-18,UD-04,Short-Term Pass Holder,NULL,NULL,2015,6,2,18
131866,8/19/2015 21:16,,8/19/2015 21:38,,SEA00113,1302.042,Occidental Park / Occidental Ave S & S Washington St,9th Ave N & Mercer St,PS-04,DPD-01,Annual Member,Male,1991,2015,8,3,21
68060,5/4/2015 7:46,,5/4/2015 7:54,,SEA00128,527.934,Dexter Ave N & Aloha St,PATH / 9th Ave & Westlake Ave,SLU-02,SLU-07,Annual Member,Male,1967,2015,5,2,7
134582,8/24/2015 17:07,,8/24/2015 17:14,,SEA00467,413.281,3rd Ave & Broad St,2nd Ave & Pine St,BT-01,CBD-13,Annual Member,Other,1987,2015,8,3,17
90469,6/14/2015 11:43,,6/14/2015 11:50,,SEA00371,383.005,Terry Ave & Stewart St,Westlake Ave & 6th Ave,SLU-20,SLU-15,Annual Member,Male,1988,2015,6,2,11
12520,11/11/2014 12:20,,11/11/2014 12:32,,SEA00073,738.561,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UD-01,UW-06,Annual Member,Female,1990,2014,11,4,12
17638,11/28/2014 17:24,,11/28/2014 17:35,,SEA00238,650.229,Bellevue Ave & E Pine St,15th Ave E & E Thomas St,CH-12,CH-05,Annual Member,Male,1987,2014,11,4,17
78883,5/25/2015 9:55,,5/25/2015 10:04,,SEA00282,529.612,Dexter Ave N & Aloha St,Key Arena / 1st Ave N & Harrison St,SLU-02,SLU-19,Annual Member,Male,1985,2015,5,2,9
63238,4/23/2015 8:30,,4/23/2015 8:36,,SEA00465,387.372,Summit Ave E & E Republican St,7th Ave & Union St,CH-03,CBD-03,Annual Member,Male,1985,2015,4,2,8
133846,8/23/2015 13:07,,8/23/2015 13:16,,SEA00059,499.557,2nd Ave & Pine St,6th Ave S & S King St,CBD-13,ID-04,Annual Member,Male,1964,2015,8,3,13
24521,12/28/2014 19:41,,12/28/2014 19:48,,SEA00413,408.208,Seattle University / E Columbia St & 12th Ave,Harvard Ave & E Pine St,FH-04,CH-09,Annual Member,Male,1959,2014,12,4,19
32272,1/28/2015 16:20,,1/28/2015 16:35,,SEA00291,896.464,Bellevue Ave & E Pine St,Occidental Park / Occidental Ave S & S Washington St,CH-12,PS-04,Annual Member,Female,1980,2015,1,1,16
123950,8/6/2015 23:27,,8/6/2015 23:36,,SEA00350,529.58,15th Ave NE & NE 40th St,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-04,UD-01,Annual Member,Male,1991,2015,8,3,23
62820,4/22/2015 10:52,,4/22/2015 11:00,,SEA00465,495.752,2nd Ave & Vine St,2nd Ave & Pine St,BT-03,CBD-13,Annual Member,Male,1972,2015,4,2,10
96451,6/24/2015 16:37,,6/24/2015 16:47,,SEA00170,641.75,6th Ave & Blanchard St,Key Arena / 1st Ave N & Harrison St,BT-04,SLU-19,Annual Member,Female,1992,2015,6,2,16
81936,5/30/2015 12:15,,5/30/2015 15:00,,SEA00393,9877.46,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,5,2,12
102521,7/4/2015 20:19,,7/4/2015 20:35,,SEA00271,955.41,Dexter Ave N & Aloha St,Dexter Ave N & Aloha St,SLU-02,SLU-02,Short-Term Pass Holder,NULL,NULL,2015,7,3,20
11058,11/8/2014 10:57,,11/8/2014 10:58,,SEA00483,92.934,12th Ave & E Denny Way,Cal Anderson Park / 11th Ave & Pine St,CH-06,CH-08,Annual Member,Male,1986,2014,11,4,10
82542,5/31/2015 11:22,,5/31/2015 11:34,,SEA00181,678.45,2nd Ave & Pine St,2nd Ave & Pine St,CBD-13,CBD-13,Short-Term Pass Holder,NULL,NULL,2015,5,2,11
54437,4/5/2015 11:21,,4/5/2015 11:55,,SEA00204,2049.441,E Blaine St & Fairview Ave E,2nd Ave & Blanchard St,EL-03,BT-05,Short-Term Pass Holder,NULL,NULL,2015,4,2,11
156559,10/12/2015 11:45,,10/12/2015 11:52,,SEA00223,464.271,12th Ave & NE Campus Pkwy,15th Ave NE & NE 40th St,UD-04,UW-04,Annual Member,Male,1985,2015,10,4,11
49481,3/22/2015 22:54,,3/22/2015 22:58,,SEA00430,215.858,Cal Anderson Park / 11th Ave & Pine St,12th Ave & E Denny Way,CH-08,CH-06,Annual Member,Female,1991,2015,3,1,22
78523,5/24/2015 13:44,,5/24/2015 14:00,,SEA00051,972.231,1st Ave & Marion St,Bellevue Ave & E Pine St,CBD-05,CH-12,Short-Term Pass Holder,NULL,NULL,2015,5,2,13
95669,6/23/2015 9:20,,6/23/2015 9:29,,SEA00160,550.942,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Short-Term Pass Holder,NULL,NULL,2015,6,2,9
