trip_id,starttime,stoptime,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear,Numbers,Characters
124867,8/8/2015 14:02,8/8/2015 14:21,SEA00500,1108.569,UW Engineering Library / E Stevens Way NE & Jefferson Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-06,UD-01,Short-Term Pass Holder,NULL,NULL,06,UW
92314,6/17/2015 10:33,6/17/2015 10:38,SEA00421,298.084,E Pine St & 16th Ave,Pine St & 9th Ave,CH-07,SLU-16,Annual Member,Male,1986,07,CH
89701,6/13/2015 12:14,6/13/2015 12:27,SEA00126,829.877,3rd Ave & Broad St,7th Ave & Union St,BT-01,CBD-03,Short-Term Pass Holder,NULL,NULL,01,BT
34766,2/7/2015 13:25,2/7/2015 13:38,SEA00439,760.392,Republican St & Westlake Ave N,2nd Ave & Spring St,SLU-04,CBD-06,Annual Member,Male,1967,04,SL
77557,5/22/2015 14:14,5/22/2015 14:22,SEA00430,455.166,2nd Ave & Pine St,Republican St & Westlake Ave N,CBD-13,SLU-04,Annual Member,Male,1991,13,CB
34348,2/5/2015 11:13,2/5/2015 11:49,SEA00487,2157.45,15th Ave NE & NE 40th St,Dexter Ave N & Aloha St,UW-04,SLU-02,Short-Term Pass Holder,NULL,NULL,04,UW
68868,5/6/2015 9:38,5/6/2015 9:43,SEA00492,315.371,Dexter Ave N & Aloha St,PATH / 9th Ave & Westlake Ave,SLU-02,SLU-07,Annual Member,Male,1987,02,SL
81067,5/28/2015 20:31,5/28/2015 20:52,SEA00127,1284.411,Pier 69 / Alaskan Way & Clay St,6th Ave S & S King St,WF-01,ID-04,Short-Term Pass Holder,NULL,NULL,01,WF
113646,7/21/2015 17:26,7/21/2015 17:38,SEA00412,697.592,15th Ave NE & NE 40th St,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-04,UD-01,Annual Member,Male,1983,04,UW
99596,6/30/2015 12:10,6/30/2015 13:04,SEA00243,3269.274,E Blaine St & Fairview Ave E,E Blaine St & Fairview Ave E,EL-03,EL-03,Short-Term Pass Holder,NULL,NULL,03,EL
107799,7/12/2015 23:05,7/12/2015 23:26,SEA00424,1284.168,Bellevue Ave & E Pine St,2nd Ave & Pine St,CH-12,CBD-13,Short-Term Pass Holder,NULL,NULL,12,CH
78534,5/24/2015 14:10,5/24/2015 14:29,SEA00078,1081.046,UW Intramural Activities Building,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-07,UW-02,Short-Term Pass Holder,NULL,NULL,07,UW
60734,4/19/2015 15:57,4/19/2015 16:11,SEA00498,828.685,3rd Ave & Broad St,2nd Ave & Blanchard St,BT-01,BT-05,Short-Term Pass Holder,NULL,NULL,01,BT
71424,5/10/2015 12:20,5/10/2015 12:35,SEA00492,847.834,Eastlake Ave E & E Allison St,12th Ave & NE Campus Pkwy,EL-05,UD-04,Short-Term Pass Holder,NULL,NULL,05,EL
44952,3/8/2015 21:18,3/8/2015 21:38,SEA00458,1206.74,9th Ave N & Mercer St,9th Ave N & Mercer St,DPD-01,DPD-01,Short-Term Pass Holder,NULL,NULL,01,DP
58580,4/16/2015 17:24,4/16/2015 17:56,SEA00409,1940.91,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,EL-01,PS-05,Short-Term Pass Holder,NULL,NULL,01,EL
20879,12/12/2014 11:30,12/12/2014 11:33,SEA00154,185.323,Dexter Ave & Denny Way,9th Ave N & Mercer St,SLU-18,DPD-01,Annual Member,Male,1988,18,SL
66803,5/1/2015 16:32,5/1/2015 16:35,SEA00486,213.845,Harvard Ave & E Pine St,Summit Ave & E Denny Way,CH-09,CH-01,Annual Member,Female,1986,09,CH
152390,10/1/2015 17:32,10/1/2015 17:40,SEA00134,469.799,Frye Art Museum / Terry Ave & Columbia St,Harvard Ave & E Pine St,FH-01,CH-09,Short-Term Pass Holder,NULL,NULL,01,FH
82815,5/31/2015 16:16,5/31/2015 16:35,SEA00316,1130.405,Occidental Park / Occidental Ave S & S Washington St,Bellevue Ave & E Pine St,PS-04,CH-12,Annual Member,Female,1986,04,PS
100650,7/2/2015 9:11,7/2/2015 9:22,SEA00131,698.292,Seattle University / E Columbia St & 12th Ave,2nd Ave & Pine St,FH-04,CBD-13,Annual Member,Male,1959,04,FH
42246,3/1/2015 18:23,3/1/2015 18:34,SEA00431,694.376,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Short-Term Pass Holder,NULL,NULL,04,WF
79692,5/26/2015 18:35,5/26/2015 18:46,SEA00100,658.108,PATH / 9th Ave & Westlake Ave,2nd Ave & Spring St,SLU-07,CBD-06,Annual Member,Male,1975,07,SL
142957,9/11/2015 12:53,9/11/2015 13:01,SEA00224,464.859,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St,WF-01,SLU-19,Short-Term Pass Holder,NULL,NULL,01,WF
132860,8/21/2015 17:08,8/21/2015 17:18,SEA00242,620.231,PATH / 9th Ave & Westlake Ave,2nd Ave & Spring St,SLU-07,CBD-06,Annual Member,Male,1974,07,SL
37516,2/15/2015 12:26,2/15/2015 12:43,SEA00069,1011.627,3rd Ave & Broad St,2nd Ave & Pine St,BT-01,CBD-13,Short-Term Pass Holder,NULL,NULL,01,BT
132123,8/20/2015 13:58,8/20/2015 14:21,SEA00033,1381.581,Eastlake Ave E & E Allison St,Summit Ave E & E Republican St,EL-05,CH-03,Short-Term Pass Holder,NULL,NULL,05,EL
8943,11/2/2014 13:48,11/2/2014 13:58,SEA00364,601.617,Harvard Ave & E Pine St,3rd Ave & Broad St,CH-09,BT-01,Annual Member,Male,1969,09,CH
41328,2/26/2015 23:11,2/26/2015 23:21,SEA00464,575.453,9th Ave N & Mercer St,2nd Ave & Vine St,DPD-01,BT-03,Annual Member,Male,1985,01,DP
97379,6/26/2015 8:21,6/26/2015 8:33,SEA00365,713.321,Terry Ave & Stewart St,Republican St & Westlake Ave N,SLU-20,SLU-04,Annual Member,Male,1965,20,SL
103742,7/6/2015 17:31,7/6/2015 17:44,SEA00465,782.937,6th Ave & Blanchard St,Bellevue Ave & E Pine St,BT-04,CH-12,Annual Member,Female,1985,04,BT
67307,5/2/2015 16:03,5/2/2015 16:07,SEA00252,243.311,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St,CH-02,CH-08,Annual Member,Other,1987,02,CH
113644,7/21/2015 17:23,7/21/2015 17:31,SEA00031,455.984,REI / Yale Ave N & John St,Dexter Ave & Denny Way,SLU-01,SLU-18,Annual Member,Male,1990,01,SL
44147,3/7/2015 12:31,3/7/2015 13:04,SEA00181,1982.107,E Harrison St & Broadway Ave E,UW Intramural Activities Building,CH-02,UW-07,Short-Term Pass Holder,NULL,NULL,02,CH
127874,8/13/2015 9:32,8/13/2015 9:45,SEA00483,791.725,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,15th Ave NE & NE 40th St,UD-01,UW-04,Annual Member,Male,1983,01,UD
33767,2/3/2015 0:06,2/3/2015 0:10,SEA00435,288.276,UW Engineering Library / E Stevens Way NE & Jefferson Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-06,UD-01,Annual Member,Male,1992,06,UW
129596,8/16/2015 12:46,8/16/2015 12:55,SEA00108,543.904,2nd Ave & Spring St,6th Ave S & S King St,CBD-06,ID-04,Annual Member,Female,1991,06,CB
137851,8/31/2015 12:42,8/31/2015 13:03,SEA00380,1271.603,Pine St & 9th Ave,Terry Ave & Stewart St,SLU-16,SLU-20,Short-Term Pass Holder,NULL,NULL,16,SL
129406,8/16/2015 3:14,8/16/2015 3:44,SEA00243,1801.894,Children's Hospital / Sandpoint Way NE & 40th Ave NE,Children's Hospital / Sandpoint Way NE & 40th Ave NE,DPD-03,DPD-03,Short-Term Pass Holder,NULL,NULL,03,DP
7733,10/30/2014 17:25,10/30/2014 17:28,SEA00148,177.166,12th Ave & E Mercer St,E Harrison St & Broadway Ave E,CH-15,CH-02,Annual Member,Male,1987,15,CH
34812,2/7/2015 16:32,2/7/2015 16:56,SEA00053,1411.961,Cal Anderson Park / 11th Ave & Pine St,Cal Anderson Park / 11th Ave & Pine St,CH-08,CH-08,Short-Term Pass Holder,NULL,NULL,08,CH
35732,2/11/2015 6:39,2/11/2015 6:48,SEA00139,547.335,Pine St & 9th Ave,REI / Yale Ave N & John St,SLU-16,SLU-01,Annual Member,Male,1976,16,SL
53167,4/1/2015 18:45,4/1/2015 18:54,SEA00394,571.628,Eastlake Ave E & E Allison St,Lake Union Park / Valley St & Boren Ave N,EL-05,SLU-17,Annual Member,Male,1980,05,EL
86326,6/7/2015 14:55,6/7/2015 15:17,SEA00208,1288.791,6th Ave & Blanchard St,2nd Ave & Blanchard St,BT-04,BT-05,Short-Term Pass Holder,NULL,NULL,04,BT
66618,5/1/2015 10:48,5/1/2015 11:08,SEA00110,1153.466,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UD-01,UW-10,Short-Term Pass Holder,NULL,NULL,01,UD
106742,7/11/2015 10:46,7/11/2015 10:56,SEA00038,615.915,6th Ave & Blanchard St,3rd Ave & Broad St,BT-04,BT-01,Short-Term Pass Holder,NULL,NULL,04,BT
69459,5/7/2015 14:12,5/7/2015 14:23,SEA00462,626.102,15th Ave E & E Thomas St,Pine St & 9th Ave,CH-05,SLU-16,Short-Term Pass Holder,NULL,NULL,05,CH
154333,10/5/2015 18:17,10/5/2015 18:19,SEA00475,143.74,Summit Ave & E Denny Way,Summit Ave E & E Republican St,CH-01,CH-03,Annual Member,Female,1985,01,CH
10696,11/7/2014 14:41,11/7/2014 14:46,SEA00429,291.422,NE 42nd St & University Way NE,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UD-02,UW-06,Annual Member,Male,1990,02,UD
129440,8/16/2015 9:10,8/16/2015 9:22,SEA00194,680.93,E Pine St & 16th Ave,2nd Ave & Vine St,CH-07,BT-03,Annual Member,Male,1970,07,CH
136470,8/27/2015 18:57,8/27/2015 19:01,SEA00336,208.455,Cal Anderson Park / 11th Ave & Pine St,Bellevue Ave & E Pine St,CH-08,CH-12,Annual Member,Male,1988,08,CH
49995,3/24/2015 17:47,3/24/2015 18:09,SEA00242,1300.932,Key Arena / 1st Ave N & Harrison St,Occidental Park / Occidental Ave S & S Washington St,SLU-19,PS-04,Short-Term Pass Holder,NULL,NULL,19,SL
43005,3/4/2015 8:29,3/4/2015 8:44,SEA00467,860.351,Dexter Ave N & Aloha St,2nd Ave & Spring St,SLU-02,CBD-06,Short-Term Pass Holder,NULL,NULL,02,SL
60586,4/19/2015 14:01,4/19/2015 14:42,SEA00112,2471.306,1st Ave & Marion St,Republican St & Westlake Ave N,CBD-05,SLU-04,Short-Term Pass Holder,NULL,NULL,05,CB
92430,6/17/2015 14:47,6/17/2015 15:14,SEA00059,1611.126,3rd Ave & Broad St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,BT-01,PS-05,Short-Term Pass Holder,NULL,NULL,01,BT
142108,9/9/2015 21:51,9/9/2015 22:05,SEA00194,847.393,7th Ave & Union St,PATH / 9th Ave & Westlake Ave,CBD-03,SLU-07,Short-Term Pass Holder,NULL,NULL,03,CB
78820,5/24/2015 21:21,5/24/2015 22:22,SEA00361,3614.357,15th Ave NE & NE 40th St,15th Ave NE & NE 40th St,UW-04,UW-04,Short-Term Pass Holder,NULL,NULL,04,UW
151122,9/29/2015 9:03,9/29/2015 9:17,SEA00440,853.855,7th Ave & Union St,City Hall / 4th Ave & James St,CBD-03,CBD-07,Short-Term Pass Holder,NULL,NULL,03,CB
18784,12/3/2014 15:00,12/3/2014 15:08,SEA00239,492.276,Republican St & Westlake Ave N,7th Ave & Union St,SLU-04,CBD-03,Annual Member,Male,1982,04,SL
70986,5/9/2015 15:46,5/9/2015 16:43,SEA00424,3385.682,12th Ave & NE Campus Pkwy,15th Ave NE & NE 40th St,UD-04,UW-04,Short-Term Pass Holder,NULL,NULL,04,UD
137722,8/31/2015 8:18,8/31/2015 8:28,SEA00185,622.599,12th Ave & E Mercer St,2nd Ave & Pine St,CH-15,CBD-13,Annual Member,Male,1968,15,CH
142385,9/10/2015 13:13,9/10/2015 13:27,SEA00142,817.831,Dexter Ave N & Aloha St,9th Ave N & Mercer St,SLU-02,DPD-01,Short-Term Pass Holder,NULL,NULL,02,SL
1623,10/15/2014 14:52,10/15/2014 15:21,SEA00495,1735.683,6th Ave & Blanchard St,Lake Union Park / Valley St & Boren Ave N,BT-04,SLU-17,Short-Term Pass Holder,NULL,NULL,04,BT
72185,5/11/2015 18:32,5/11/2015 18:42,SEA00324,586.167,7th Ave & Union St,Dexter Ave N & Aloha St,CBD-03,SLU-02,Annual Member,Male,1956,03,CB
74164,5/16/2015 9:47,5/16/2015 11:17,SEA00468,5424.702,Dexter Ave N & Aloha St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-02,PS-05,Short-Term Pass Holder,NULL,NULL,02,SL
64006,4/25/2015 11:25,4/25/2015 11:35,SEA00178,583.162,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Short-Term Pass Holder,NULL,NULL,04,WF
136063,8/27/2015 9:31,8/27/2015 9:36,SEA00152,303.552,6th Ave & Blanchard St,Republican St & Westlake Ave N,BT-04,SLU-04,Annual Member,Male,1988,04,BT
40896,2/25/2015 12:05,2/25/2015 12:07,SEA00431,166.356,1st Ave & Marion St,Occidental Park / Occidental Ave S & S Washington St,CBD-05,PS-04,Annual Member,Male,1988,05,CB
40281,2/23/2015 12:17,2/23/2015 12:38,SEA00183,1259.251,E Blaine St & Fairview Ave E,Republican St & Westlake Ave N,EL-03,SLU-04,Annual Member,Female,1961,03,EL
153027,10/3/2015 11:03,10/3/2015 11:14,SEA00357,650.111,Bellevue Ave & E Pine St,Lake Union Park / Valley St & Boren Ave N,CH-12,SLU-17,Short-Term Pass Holder,NULL,NULL,12,CH
85548,6/6/2015 0:46,6/6/2015 1:37,SEA00338,3078.089,15th Ave NE & NE 40th St,NE 47th St & 12th Ave NE,UW-04,UD-07,Short-Term Pass Holder,NULL,NULL,04,UW
97579,6/26/2015 13:47,6/26/2015 14:07,SEA00493,1257.96,3rd Ave & Broad St,3rd Ave & Broad St,BT-01,BT-01,Short-Term Pass Holder,NULL,NULL,01,BT
76091,5/19/2015 19:50,5/19/2015 19:53,SEA00137,184.582,Cal Anderson Park / 11th Ave & Pine St,Bellevue Ave & E Pine St,CH-08,CH-12,Annual Member,Male,1988,08,CH
48517,3/19/2015 17:25,3/19/2015 17:34,SEA00388,562.332,Lake Union Park / Valley St & Boren Ave N,E Blaine St & Fairview Ave E,SLU-17,EL-03,Short-Term Pass Holder,NULL,NULL,17,SL
22100,12/16/2014 18:20,12/16/2014 18:30,SEA00096,641.339,PATH / 9th Ave & Westlake Ave,Pier 69 / Alaskan Way & Clay St,SLU-07,WF-01,Annual Member,Male,1988,07,SL
101274,7/3/2015 10:31,7/3/2015 13:58,SEA00302,12417.029,12th Ave & E Yesler Way,2nd Ave & Blanchard St,CD-01,BT-05,Short-Term Pass Holder,NULL,NULL,01,CD
85162,6/5/2015 13:08,6/5/2015 13:30,SEA00294,1312.142,Key Arena / 1st Ave N & Harrison St,Pier 69 / Alaskan Way & Clay St,SLU-19,WF-01,Short-Term Pass Holder,NULL,NULL,19,SL
115044,7/23/2015 17:57,7/23/2015 18:10,SEA00243,733.704,UW Intramural Activities Building,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-07,UD-01,Short-Term Pass Holder,NULL,NULL,07,UW
51704,3/28/2015 17:02,3/28/2015 17:44,SEA00456,2500.49,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Short-Term Pass Holder,NULL,NULL,04,WF
26486,1/7/2015 18:55,1/7/2015 19:05,SEA00464,603.908,PATH / 9th Ave & Westlake Ave,Pier 69 / Alaskan Way & Clay St,SLU-07,WF-01,Annual Member,Male,1988,07,SL
41415,2/27/2015 12:06,2/27/2015 12:34,SEA00037,1686.853,1st Ave & Marion St,3rd Ave & Broad St,CBD-05,BT-01,Short-Term Pass Holder,NULL,NULL,05,CB
84011,6/3/2015 11:56,6/3/2015 12:00,SEA00401,235.44,1st Ave & Marion St,Occidental Park / Occidental Ave S & S Washington St,CBD-05,PS-04,Annual Member,Female,1963,05,CB
51494,3/28/2015 11:03,3/28/2015 11:06,SEA00446,158.153,E Pine St & 16th Ave,Harvard Ave & E Pine St,CH-07,CH-09,Annual Member,Male,1985,07,CH
50602,3/26/2015 12:17,3/26/2015 12:21,SEA00065,279.166,12th Ave & E Mercer St,Cal Anderson Park / 11th Ave & Pine St,CH-15,CH-08,Short-Term Pass Holder,NULL,NULL,15,CH
35089,2/9/2015 6:39,2/9/2015 6:52,SEA00026,766.133,Key Arena / 1st Ave N & Harrison St,E Blaine St & Fairview Ave E,SLU-19,EL-03,Annual Member,Female,1990,19,SL
1225,10/14/2014 15:08,10/14/2014 15:17,SEA00022,555.128,12th Ave & E Denny Way,Westlake Ave & 6th Ave,CH-06,SLU-15,Annual Member,Male,1990,06,CH
63974,4/25/2015 10:09,4/25/2015 10:20,SEA00180,674.848,9th Ave N & Mercer St,7th Ave & Union St,DPD-01,CBD-03,Annual Member,Female,1986,01,DP
111448,7/18/2015 9:03,7/18/2015 9:08,SEA00289,349.146,Frye Art Museum / Terry Ave & Columbia St,6th Ave S & S King St,FH-01,ID-04,Annual Member,Male,1987,01,FH
28662,1/16/2015 8:20,1/16/2015 8:28,SEA00250,475.958,Summit Ave E & E Republican St,2nd Ave & Pine St,CH-03,CBD-13,Annual Member,Female,1984,03,CH
103086,7/5/2015 16:51,7/5/2015 16:53,SEA00092,149.875,Bellevue Ave & E Pine St,Summit Ave & E Denny Way,CH-12,CH-01,Annual Member,Male,1983,12,CH
95300,6/22/2015 15:44,6/22/2015 15:47,SEA00171,186.354,Summit Ave E & E Republican St,Bellevue Ave & E Pine St,CH-03,CH-12,Annual Member,Male,1984,03,CH
122084,8/4/2015 8:38,8/4/2015 8:49,SEA00176,616.574,6th Ave & Blanchard St,Key Arena / 1st Ave N & Harrison St,BT-04,SLU-19,Short-Term Pass Holder,NULL,NULL,04,BT
70068,5/8/2015 13:59,5/8/2015 14:18,SEA00386,1143.178,Harvard Ave & E Pine St,Pine St & 9th Ave,CH-09,SLU-16,Short-Term Pass Holder,NULL,NULL,09,CH
111727,7/18/2015 13:36,7/18/2015 13:51,SEA00304,915.157,15th Ave E & E Thomas St,Cal Anderson Park / 11th Ave & Pine St,CH-05,CH-08,Short-Term Pass Holder,NULL,NULL,05,CH
71074,5/9/2015 16:45,5/9/2015 17:14,SEA00489,1742.927,E Blaine St & Fairview Ave E,Westlake Ave & 6th Ave,EL-03,SLU-15,Short-Term Pass Holder,NULL,NULL,03,EL
33551,2/1/2015 19:43,2/1/2015 20:05,SEA00314,1323.095,E Harrison St & Broadway Ave E,Summit Ave & E Denny Way,CH-02,CH-01,Short-Term Pass Holder,NULL,NULL,02,CH
139746,9/4/2015 16:51,9/4/2015 17:13,SEA00048,1317.81,REI / Yale Ave N & John St,UW Intramural Activities Building,SLU-01,UW-07,Annual Member,Male,1992,01,SL
56120,4/9/2015 13:25,4/9/2015 15:56,SEA00081,9070.132,Eastlake Ave E & E Allison St,Eastlake Ave E & E Allison St,EL-05,EL-05,Short-Term Pass Holder,NULL,NULL,05,EL
112921,7/20/2015 12:52,7/20/2015 13:05,SEA00185,780.378,15th Ave E & E Thomas St,7th Ave & Union St,CH-05,CBD-03,Annual Member,Male,1983,05,CH
46236,3/12/2015 13:37,3/12/2015 13:45,SEA00139,482.974,Westlake Ave & 6th Ave,REI / Yale Ave N & John St,SLU-15,SLU-01,Annual Member,Male,1965,15,SL
57659,4/14/2015 11:00,4/14/2015 11:04,SEA00433,233.124,City Hall / 4th Ave & James St,6th Ave S & S King St,CBD-07,ID-04,Annual Member,Male,1967,07,CB
94704,6/21/2015 14:20,6/21/2015 14:57,SEA00377,2233.474,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,01,WF
119681,7/31/2015 12:39,7/31/2015 12:56,SEA00048,1008.44,3rd Ave & Broad St,3rd Ave & Broad St,BT-01,BT-01,Annual Member,Male,1950,01,BT
29275,1/19/2015 10:10,1/19/2015 10:27,SEA00242,1042.479,Pier 69 / Alaskan Way & Clay St,Westlake Ave & 6th Ave,WF-01,SLU-15,Short-Term Pass Holder,NULL,NULL,01,WF
18226,12/1/2014 14:46,12/1/2014 14:55,SEA00268,546.484,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,NE 42nd St & University Way NE,UW-10,UD-02,Annual Member,Male,1964,10,UW
149588,9/26/2015 1:45,9/26/2015 1:49,SEA00471,240.879,Occidental Park / Occidental Ave S & S Washington St,6th Ave S & S King St,PS-04,ID-04,Annual Member,Male,1981,04,PS
58037,4/15/2015 13:39,4/15/2015 13:45,SEA00421,378.687,9th Ave N & Mercer St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,DPD-01,EL-01,Annual Member,Female,1947,01,DP
22176,12/17/2014 8:02,12/17/2014 8:13,SEA00186,669.593,Summit Ave & E Denny Way,Occidental Park / Occidental Ave S & S Washington St,CH-01,PS-04,Annual Member,Male,1988,01,CH
15428,11/19/2014 17:41,11/19/2014 17:47,SEA00445,365.65,Cal Anderson Park / 11th Ave & Pine St,E Harrison St & Broadway Ave E,CH-08,CH-02,Annual Member,Other,1978,08,CH
77760,5/22/2015 19:49,5/22/2015 19:55,SEA00320,354.229,Dexter Ave N & Aloha St,Republican St & Westlake Ave N,SLU-02,SLU-04,Short-Term Pass Holder,NULL,NULL,02,SL
47207,3/16/2015 7:30,3/16/2015 7:36,SEA00320,340.9,REI / Yale Ave N & John St,6th Ave & Blanchard St,SLU-01,BT-04,Annual Member,Male,1986,01,SL
22483,12/18/2014 13:27,12/18/2014 13:40,SEA00382,756.763,Frye Art Museum / Terry Ave & Columbia St,PATH / 9th Ave & Westlake Ave,FH-01,SLU-07,Annual Member,Female,1984,01,FH
3003,10/18/2014 17:31,10/18/2014 18:03,SEA00023,1925.287,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Annual Member,Male,1989,01,WF
11540,11/8/2014 19:20,11/8/2014 19:27,SEA00052,406.198,Harvard Ave & E Pine St,PATH / 9th Ave & Westlake Ave,CH-09,SLU-07,Annual Member,Male,1981,09,CH
144474,9/14/2015 17:06,9/14/2015 17:22,SEA00048,952.38,Key Arena / 1st Ave N & Harrison St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-19,PS-05,Annual Member,Male,1959,19,SL
131496,8/19/2015 12:33,8/19/2015 12:37,SEA00072,241.537,9th Ave N & Mercer St,Dexter Ave N & Aloha St,DPD-01,SLU-02,Short-Term Pass Holder,NULL,NULL,01,DP
69982,5/8/2015 11:49,5/8/2015 11:56,SEA00364,411.698,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Spring St,PS-04,CBD-06,Annual Member,Female,1986,04,PS
145292,9/16/2015 11:51,9/16/2015 12:07,SEA00309,1000.455,Frye Art Museum / Terry Ave & Columbia St,Eastlake Ave E & E Allison St,FH-01,EL-05,Annual Member,Male,1990,01,FH
4694,10/21/2014 18:31,10/21/2014 18:45,SEA00280,851.663,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,2nd Ave & Vine St,WF-04,BT-03,Annual Member,Male,1989,04,WF
126409,8/10/2015 18:54,8/10/2015 19:05,SEA00175,700.171,E Pine St & 16th Ave,Summit Ave E & E Republican St,CH-07,CH-03,Annual Member,Male,1983,07,CH
110235,7/16/2015 14:41,7/16/2015 14:54,SEA00044,782.499,Pier 69 / Alaskan Way & Clay St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,WF-01,PS-05,Annual Member,Male,1982,01,WF
126779,8/11/2015 13:02,8/11/2015 13:39,SEA00037,2226.428,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,01,WF
33875,2/3/2015 10:48,2/3/2015 10:55,SEA00317,404.529,PATH / 9th Ave & Westlake Ave,2nd Ave & Blanchard St,SLU-07,BT-05,Annual Member,Male,1987,07,SL
68147,5/4/2015 10:09,5/4/2015 10:20,SEA00219,668.988,1st Ave & Marion St,6th Ave & Blanchard St,CBD-05,BT-04,Annual Member,Male,1959,05,CB
116753,7/26/2015 21:43,7/26/2015 21:49,SEA00440,338.47,Cal Anderson Park / 11th Ave & Pine St,Pine St & 9th Ave,CH-08,SLU-16,Short-Term Pass Holder,NULL,NULL,08,CH
153269,10/3/2015 17:30,10/3/2015 17:34,SEA00476,242.488,Cal Anderson Park / 11th Ave & Pine St,E Harrison St & Broadway Ave E,CH-08,CH-02,Annual Member,Male,1992,08,CH
42531,3/2/2015 17:27,3/2/2015 17:43,SEA00495,939.519,REI / Yale Ave N & John St,3rd Ave & Broad St,SLU-01,BT-01,Short-Term Pass Holder,NULL,NULL,01,SL
93661,6/19/2015 14:40,6/19/2015 15:07,SEA00100,1652.888,Children's Hospital / Sandpoint Way NE & 40th Ave NE,NE 47th St & 12th Ave NE,DPD-03,UD-07,Annual Member,Male,1975,03,DP
15233,11/19/2014 10:16,11/19/2014 10:38,SEA00033,1278.531,3rd Ave & Broad St,6th Ave S & S King St,BT-01,ID-04,Short-Term Pass Holder,NULL,NULL,01,BT
23689,12/24/2014 14:26,12/24/2014 14:31,SEA00220,290.482,E Pine St & 16th Ave,Pine St & 9th Ave,CH-07,SLU-16,Annual Member,Male,1984,07,CH
75560,5/18/2015 19:51,5/18/2015 20:53,SEA00131,3711.021,2nd Ave & Blanchard St,2nd Ave & Blanchard St,BT-05,BT-05,Short-Term Pass Holder,NULL,NULL,05,BT
40018,2/22/2015 13:47,2/22/2015 15:10,SEA00293,4975.098,2nd Ave & Vine St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,BT-03,PS-05,Short-Term Pass Holder,NULL,NULL,03,BT
80063,5/27/2015 14:24,5/27/2015 14:30,SEA00306,339.185,Westlake Ave & 6th Ave,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,SLU-15,EL-01,Short-Term Pass Holder,NULL,NULL,15,SL
127748,8/13/2015 2:15,8/13/2015 9:33,SEA00046,26304.817,1st Ave & Marion St,1st Ave & Marion St,CBD-05,CBD-05,Short-Term Pass Holder,NULL,NULL,05,CB
21300,12/13/2014 16:56,12/13/2014 17:13,SEA00441,1018.017,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6th Ave S & S King St,WF-04,ID-04,Short-Term Pass Holder,NULL,NULL,04,WF
147004,9/20/2015 14:01,9/20/2015 14:22,SEA00223,1262.386,3rd Ave & Broad St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,BT-01,WF-04,Short-Term Pass Holder,NULL,NULL,01,BT
37077,2/14/2015 14:02,2/14/2015 14:23,SEA00432,1240.735,6th Ave & Blanchard St,Westlake Ave & 6th Ave,BT-04,SLU-15,Annual Member,Female,1963,04,BT
145161,9/16/2015 8:30,9/16/2015 8:43,SEA00484,780.608,E Pine St & 16th Ave,PATH / 9th Ave & Westlake Ave,CH-07,SLU-07,Annual Member,Female,1984,07,CH
